Year,Title,Journal,Authors,Cite,Source
1987,"General Physics Institute, Acad. of Sci. of the USSR","1987 International Conference on Plasma Physics: Kiev, USSR, April 6-12 …, 1987","SV Bulanov, LM Kovrizhnykh, AS Sakharov",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:fiIBURKaxcoC
1987,Plasma Pinch Discharges Near the Separatrix Surfaces in a Magnetic Field,"Solar Maximum Analysis, 303, 1987","SV Bulanov, IY Butov, YS Gvaladze, RG Salukvadze, AN Kuzyutin, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:BmWJbWwHJAwC
1986,Acceleration of particles captured by a strong potential wave with a curved wave front in a magnetic field,"JETP Letters 44, 543-546, 1986","SV Bulanov, AS Sakharov",28,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:bnK-pcrLprsC
1986,Magnetic reconnection and acceleration of charged particles in spatially nonuniform configurations,"Plasma Astrophysics 251, 185-194, 1986",SV Bulanov,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:FiytvqdAVhgC
1986,Magnetic reconnection in space and laboratory plasmas,unknown,"SV Bulanov, AG Frank",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:yKzB5RS27GgC
1986,Pinch discharges in a plasma near the separatrix surfaces of the magnetic field,"Fizika Plazmy 12, 309-327, 1986","SV Bulanov, II Butov, IS Gvaladze, AM Zaborov, AN Kuziutin",17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:kzcrU_BdoSEC
1986,Accélération des ions au stade non-linéaire de l'instabilité Bunaman,"Fizika plazmy (Moskva, 1975) 12 (1), 54-56, 1986","SV BULANOV, PV SASOROV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:bZOjAe2D9b4C
1986,Décharge contractée dans le plasma près des surfaces séparatrices du champ magnétique,"Fizika plazmy (Moskva, 1975) 12 (3), 309-327, 1986","SV BULANOV, I BUTOV, YUS GLALADZE, AM ZABOROV, AN KUZYUTIN, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:kginPHDsbZgC
1986,Ion acceleration at the nonlinear stage of the Buneman instability,"Fizika Plazmy 12, 54-56, 1986","SV Bulanov, PV Sasorov",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:yeKNu01O_4gC
1985,Solution methods for non-separable boundary value problems,unknown,FF Cap,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:_TjUWtciUekC
1985,Acceleration of charged particles by plasma effects,unknown,"S Bulanov, FF Cap",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:RJNGbXJAtMsC
1985,Acceleration of ultrarelativistic electrons in solar flares,"Soviet Astronomy Letters 11, 159-161, 1985","SV Bulanov, LV Kurnosova, YY Ogulchanskii, LA Razorenov, MI Fradkin",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tYavs44e6CUC
1985,Electron acceleration by a succession of plasma resonances in a layered plasma,"Soviet Journal of Plasma Physics 11, 178-181, 1985","SV Bulanov, AS Sakharov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HtEfBTGE9r8C
1985,"Fiz. Plazmy 11 727 Google Scholar Bulanov SV, Olshanetskii MA 1985","Sov. J. Plasma Phys 11, 425, 1985",SV Bulanov,20,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:r_T35HE59TsC
1985,Accélération des électrons ultrarelativistes dans les éruptions solaires,"Pis′ ma v Astronomičeskij žurnal 11 (5), 383-389, 1985","SV Bulanov, LV Kurnosova, YA OGUL'CHANSKIJ, LA RAZOREPOV, ...",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:o6FdIhCn4AUC
1985,"Limitation de l'amplitude du champ à la résonance de plasma dans un plasma hétérogène, sans collisions et porteur de courant","Fizika plazmy (Moskva, 1975) 11 (8), 1014-1016, 1985","SV BULANOV, AS SAKHAROV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:hE9Q4kiZolAC
1985,Accélération des électrons par une succession de résonances de plasma dans un plasma stratifié,"Fizika plazmy (Moskva, 1975) 11 (3), 307-313, 1985","SV BULANOV, AS SAKHAROV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:dSOt4g9qevQC
1985,Ecoulements cumulatifs de plasma près des points de zéro du champ magnétique,"Fizika plazmy (Moskva, 1975) 11 (6), 727-738, 1985","SV Bulanov, MA Ol'shanetskij",8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=940&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:JNz6qP6hL3UC
1985,Efficiency of charged-particle acceleration by shocks in supernova,unknown,"SV Bulanov, IV Sokolov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:D6F4R4_9d0gC
1985,Acceleration of electrons by succesion of plasma resonances in a laminated plasma,"Fizika Plazmy 11 (3), 307-313, 1985","SV Bulanov, AS Sakharov",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:KPAPMsW7zc0C
1985,Limitation of field amplitude at plasma resonance in a nonuniform collisionless current-carrying plasma,"Fizika Plazmy 11 (8), 1014-1016, 1985","SV Bulanov, AS Sakharov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:uPCvBZYD9qUC
1984,An Analytical Description of Hydrodynamic Instabilities,"Nonlinear and Turbulent Processes in Physics, 149, 1984","SV Bulanov, PV Sasorov",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:OcBU2YAGkTUC
1984,Solar flares and magnetic reconnection experiments.,"Physica Scripta 29 (1), 66, 1984","SV Bulanov, VA Dogiel, AG Frank",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:dBIO0h50nwkC
1984,Solar flares and laboratory experiments on magnetic reconnection in current sheaths,"USSR Report Space 10 (2), 72, 1984","SV Bulanov, VA Dogel, AG Frank",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:4vMrXwiscB8C
1984,The back action of accelerated particles on shock-front structure,"Soviet Astronomy 28, 515-520, 1984","SV Bulanov, IV Sokolov",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:fEOibwPWpKIC
1984,The effectiveness of charged particles acceleration by shock waves insupernova remnants and in solar flares.,"Pisma v Astronomicheskii Zhurnal 10, 594-599, 1984","SV Bulanov, IV Sokolov",16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:kuK5TVdYjLIC
1984,Exact nonlinear theory of breakup of an electron beam into individual bunches in a plasma,"Zh. Eksp. Teor. Fiz 86, 482, 1984","SV Bulanov, PV Sasorov",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:AAgIvVRyHHcC
1984,Magnetic Reconnection in Current Sheets-Solar Flares and Laboratory Experiments,"Soviet Astronomy Letters 10, 59-61, 1984","SV Bulanov, VA Dogel, AG Frank",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:eO3_k5sD8BwC
1984,Exact nonlinear theory of the breakup of an electron beam into separate bunches in a plasma,"Zhurnal Eksperimentalnoi i Teoreticheskoi Fiziki 86, 479-482, 1984","SV Bulanov, PV Sasorov",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:BwyfMAYsbu0C
1984,Magnetic collapse near zero points of the magnetic field,"Physics Letters A 100 (1), 35-38, 1984","SV Bulanov, MA Olshanetsky",51,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:738O_yMBCRsC
1984,"Institute of Theoretical and Experimental Physics, Moscow","Preprint ITEF-76, 1984","SV Bulanov, AM Zaborov, MA Olshanetsky",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:z2pFVVSJm18C
1984,Solar flares and laboratory experiments on magnetic reconnection in current sheets,"Pis' ma v Astronomicheskij Zhurnal 19 (2), 149-153, 1984","SV Bulanov, VA Dogel, AG Frank",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Q5Q90iAmaP0C
1984,Influence inverse des particules accélérées sur la structure des fronts d'ondes de choc,"Astronomičeskij žurnal 61 (5), 882-891, 1984","SV Bulanov, IV Sokolov",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:MUibKfyVdmgC
1984,Eruptions solaires et expériences en laboratoire sur la reconnection magnétique dans les couches de courant,"Pis' ma v astronomičeskij žurnal 10 (2), 149-153, 1984","SV BULANOV, VA DOGEL, AG FRANK",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:338VyjalEUUC
1984,On the current layer formation near magnetic field separatrix surfaces,"Gosudarstvennyj Komitet po Ispol'zovaniyu Atomnoj Ehnergii SSSR, 1984","SV Bulanov, AM Zaborov, MA Ol'shanetskij",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:j7XjBeKFbTsC
1984,Dynamics of current layers and problems of solar activity,"Vestnik Akademii Nauk SSSR, 57-68, 1984","SV Bulanov, VA Dogel, AG Frank",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:GHsHDPAyICYC
1984,Exact solutions for magnetohydrodynamics equations in the vicinity of critical points,"Nonlinear and Turbulent Processes in Physics, 137, 1984","SV Bulanov, MA Olshanetskii",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:wSy_KLzO7YEC
1984,Solar flares and laboratory experiments on magnetic reconnection in current sheaths[Abstract Only],"Transl. into ENGLISH from Pisma V Astron. Z.(Moscow), v. 10,, 1984","SV BULANOV, VA DOGEL, AG FRANK",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:zGdJYJv2LkUC
1984,Current-sheet dynamics and problems of solar activity,"Akademiia Nauk SSSR Vestnik 9, 57-68, 1984","SV Bulanov, VA Dogel, AG Frank",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:lgwcVrK6X84C
1984,On the problem of relativistic particles acceleration in processes similar to those in solar flares,"Advances in Space Research 4 (2-3), 149-152, 1984","SV Bulanov, F Cap",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=960&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:LhH-TYMQEocC
1983,Resonant and edge intensification of the electric field in a plasma-resonance slab and particle acceleration by plasma inhomogeneities,"Pisma v Zhurnal Tekhnischeskoi Fiziki 9, 1243-1247, 1983","GA Askarian, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ML0RJ9NH7IQC
1983,Some questions of relativistic particle acceleration in solar flares.,"Akademiia Nauk SSSR Izvestiia Seriia Fizicheskaia 47, 1708-1715, 1983","VS Bulanov, VA Dogel",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:XAp-VaTZjjwC
1983,Some problems of relativistic particle acceleration in solar flares,"Izvestiya Akademii Nauk SSSR, Seriya Fizicheskaya 47 (9), 1708-1715, 1983","VS Bulanov, VA Dogel",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:BLjlhAx4sdcC
1983,The physics of solar flares. I-Basic physical processes,"Astrophysics and Space Physics Reviews 2, 385-428, 1983","SI Syrovatskii, SV Bulanov, VA Dogel",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ZK5cxc7jz4cC
1983,and VLADIMIR A. DOGEL',"Astrophysics and Space Physics Reviews: Volume 2, 385, 1983","SI SYROVATSKII, VB t SERGEI",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:E9kOCXOP2ycC
1983,SOME PROBLEMS OF ACCELERATION OF RELATIVISTIC-PARTICLES IN SOLAR-BURSTS,"IZVESTIYA AKADEMII NAUK SSSR SERIYA FIZICHESKAYA 47 (9), 1708-1715, 1983","VS BULANOV, VA DOGEL",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Vc_znlpJgV8C
1982,The formation of current sheets in spatially nonuniform magnetic fields and plasma flows,"The Dynamics of Current Sheets and the Physics of Solar Activity, 24-30, 1982",SV Bulanov,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:DBa1UEJaJKAC
1981,On the Joint Action of the Regular and the Stochastic Mechanisms of Acceleration at the Shock Fronts,"International Cosmic Ray Conference 2, 322, 1981","SV Bulanov, AE Pukhov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:37UQlXuwjP4C
1981,On solar cosmic ray acceleration in pulsed electric fields arised at explosive reconnection of lines of magnetic force,"Izvestiya Akademii Nauk SSSR, Seriya Fizicheskaya 45 (4), 571-575, 1981",SV Bulanov,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:IUKN3-7HHlwC
1980,Magnetohydrodynamic oscillations and waves near a magnetic-field zero line,"Soviet Journal of Plasma Physics 6, 1205-1218, 1980","SV Bulanov, SI Syrovatskii",53,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:DXE8ND7PrJAC
1980,Energy spectrum of particles accelerated near a singular magnetic field line,"Sov. Astron. Lett. 6 (3), 1980",SV Bulanov,30,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:e5wmG9Sq2KIC
1980,SPECTRE D'ENERGIE DES PARTICULES ACCELEREES PRES DU POINT SINGULIER DU CHAMP MAGNETIQUE,unknown,"SV BULANOV, B SV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:gtt_ofxmG28C
1980,ONDES ET OSCILLATIONS MAGNETOHYDRODYNAMIQUES DANS LE VOISINAGE DE LA LIGNE DE ZERO DU CHAMP MAGNETIQUE,unknown,"SV BULANOV, S SI",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:-mA2wk0MEBkC
1979,Mechanisms of acceleration and propagation of cosmic rays in the Galaxy,"Vsesoiuznaia Konferentsiia po Kosmicheskim Lucham, Yerevan, Armenian SSR …, 1979","SV Bulanov, VA Dogel",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:IRz6iEL74y4C
1979,The influence of energy losses on the acceleration of cosmic-ray particles at a shock front,"Soviet Astronomy Letters 5, 278-281, 1979","SV Bulanov, VA Dogel",19,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:u9iWguZQMMsC
1979,Tearing instability in quasi-stationary magnetohydrodynamic configurations,"Soviet Journal of Plasma Physics 5, 280-290, 1979","SV Bulanov, DI Sakai, SI Syrovatskii",62,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Azgs6IHzeyYC
1979,MECANISMES DE L'ACCELERATION ET DE LA PROPAGATION DES RAYONS COSMIQUES DANS LA GALAXIE,unknown,"SV BULANOV, B SV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:VBqjOGLmcYMC
1979,INFLUENCE DES PERTES D'ENERGIE SUR L'ACCELERATION DES RAYONS COSMIQUES DANS LES ONDES DE CHOC,unknown,"SV BULANOV, B SV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=980&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:TBvh2Nz22_QC
1979,INSTABILITE DE DISRUPTION DANS DES CONFIGURATIONS MAGNETOHYDRODYNAMIQUES QUASI STATIONNAIRES,unknown,"SV BULANOV, DI SAKAI, S SI",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=1000&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:miWjVyTa_KoC
1979,Energy losses effect on acceleration of particles in shock waves,"Pis' ma v Astronomicheskij Zhurnal 5 (10), 521-525, 1979","SV Bulanov, VA Dogel",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=1000&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:2SPgszV3JSQC
