Year,Title,Journal,Authors,Cite,Source
2005,Effects of methylphenidate on cortical connectivity during an attention task in children diagnosed with attention deficit hyperactivity disorder (ADHD),"Australian Journal of Psychology 57, 36-36, 2005",MA Farrow,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:olpn-zPbct0C
2005,EEG coherence abnormalities during auditory hallucinations in schizophrenia,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 57, 37-38, 2005","A Sritharan, GF Egan, P Line, AA Sergejew, RB Silberstein, DL Copolov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:fQNAKQ3IYiAC
2005,Cortical electrophysiology during anticipatory anxiety: Effects of anxiolytics,"AUSTRALIAN PSYCHOLOGICAL SOC 57, 24-25, 2005","MA Gray, AH Kemp, RB Silberstein, PJ Nathan",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:xtRiw3GOFMkC
2005,Steady state visual evoked potential (SSVEP) topography in posttraumatic stress disorder (PTSD) during Iowa Gambling Task performance,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 57, 27-27, 2005","I Juric, R Silberstein, S Armstrong, M Hopwood",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:abG-DnoFyZgC
2005,Neurobiology of ADHD,"Neurobiology of exceptionality, 143-197, 2005","M Farrow, F Levy, R Silberstein",5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:j3f4tGmQtD8C
2005,Energetic Ion Generation in Intense Femtosecond Laser Interaction with Clusters,"APS Division of Plasma Physics Meeting Abstracts 47, CO2. 009, 2005","K Nishihara, S Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:as0KMg8qHbkC
2005,Quasi-monoenergetic electron beam generation during laser pulse interaction with very low density plasmas,"Physics of plasmas 12 (9), 093101, 2005","A Yamazaki, H Kotaki, I Daito, M Kando, SV Bulanov, TZ Esirkepov, ...",92,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:aqlVkmm33-oC
2005,Nonlinear Thomson scattering in the strong radiation damping regime,"Physics of plasmas 12 (9), 093106, 2005","J Koga, TZ Esirkepov, SV Bulanov",155,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:IWHjjKOFINEC
2005,High-intensity laser-plasma interaction studies employing laser-driven proton probes,"Laser and Particle Beams 23 (3), 291-295, 2005","M Borghesi, P Audebert, SV Bulanov, T Cowan, J Fuchs, JC Gauthier, ...",40,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:70eg2SAEIzsC
2005,"Theory of the Laser Wake-Field Accelerator Revisited: Wake Overtaking, Localized Spectrum and Ponderomotive Acceleration","arXiv preprint physics/0507100, 2005","T Esirkepov, SV Bulanov, M Yamagiwa, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:_OXeSy2IsFwC
2005,Spectral and dynamical features of the electron bunch accelerated by a short-pulse high intensity laser in an underdense plasma,"Physics of plasmas 12 (7), 073103, 2005","SV Bulanov, M Yamagiwa, TZ Esirkepov, JK Koga, M Kando, Y Ueshima, ...",44,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:xIusEVNJREcC
2005,Towards attosecond XUV pulses,unknown,"A Pirozhkov, M Mori, A Nishimura, Y Shimada, A Sagisaka, H Murakami, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:FSqkM6QGvPQC
2005,Development of the laser-plasma ion source for compact cancer therapy accelerator,unknown,"A Fukumi, Z Li, H Daido, M Kado, S Orimo, Y Hayashi, M Nishiuchi, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:1paMEeroeoQC
2005,Plasma ion evolution in the wake of a high-intensity ultrashort laser pulse,"Physical review letters 94 (19), 195003, 2005","M Borghesi, SV Bulanov, TZ Esirkepov, S Fritzler, S Kar, TV Liseikina, ...",51,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:hMod-77fHWUC
2005,Ion acceleration in a dipole vortex in a laser plasma corona,"Plasma physics reports 31 (5), 369-381, 2005","SV Bulanov, DV Dylov, TZ Esirkepov, FF Kamenets, DV Sokolov",73,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:CHSYGLWDkRkC
2005,Dynamics of relativistic solitons,"Plasma physics and controlled fusion 47 (5A), A73, 2005","D Farina, SV Bulanov",56,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ldfaerwXgEUC
2005,Neutrino oscillation studies with laser-driven beam dump facilities,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators …, 2005","SV Bulanov, T Esirkepov, P Migliozzi, F Pegoraro, T Tajima, F Terranova",55,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:isC4tDSrTZIC
2005,4. 6. 2 Highly efficient relativistic-ion acceleration by the radiation pressure,"JAERI-Review, 50-51, 2005","SV Bulanov, T Esirkepov, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:AzKEL7Gb_04C
2005,4. 6. 3 Soliton synchrotron afterglow in a laser plasma,"JAERI-Review, 52-53, 2005","T Esirkepov, SV Bulanov, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:SGW5VrABaM0C
2005,4. 7. 11 Design of multilayer mirrors for the reflection of attosecond XUV pulses,"JAERI-Review, 74-75, 2005","A Pirozhkov, H Daido, S Bulanov, M Mori, E Ragozin",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:YsrPvlHIBpEC
2005,Radiation reaction occurring in ultra-high intensity fields,unknown,"J Koga, T Esirkepov, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HKIJBuutXpwC
2005,Femtosecond beam generation: Electron injection due to Langmuir wave breaking,"Femtosecond Beam Science, 117-127, 2005","SV Bulanov, TZ Esirkepov, M Uesaka",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:hNeVYFDBxzMC
2005,4.7. 3 Observation of preformed plasma of metal foil target for laser-plasma interaction,"ANNUAL REPORT OF KANSAI RESEARCH ESTABLISHMENT 2003 APRIL 1, 2003-MARCH 31 …, 2005","A SAGISAKA, H DAIDO, K MATSUKADO, A FUKUMI, Z LIa, K OGURA, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tSVUDDkujAIC
2005,4.7. 1 Development of laser-driven ion source for compact cancer therapy accelerator,"ANNUAL REPORT OF KANSAI RESEARCH ESTABLISHMENT 2003 APRIL 1, 2003-MARCH 31 …, 2005","A FUKUMI, H DAIDO, K MATSUKADO, Z LIa, Y HAYASHI, M NISHIUCHI, ...",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:h9G0ZmjYpDoC
2005,4.7. 10 Reflection of a high intensity laser pulse at the plasma-vacuum interface: Generation of attosecond pulses,"ANNUAL REPORT OF KANSAI RESEARCH ESTABLISHMENT 2003 APRIL 1, 2003-MARCH 31 …, 2005","A PIROZHKOV, H DAIDO, S BULANOV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=560&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:sYWwZaPVD1oC
2005,Special relativity in action in laser produced plasmas,"Physics Letters A 347 (1-3), 133-142, 2005","F Pegoraro, TZ Esirkepov, SV Bulanov",25,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=540&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:5Ul4iDaHHb8C
2005,High energy proton beam from a laser irradiated thin-foil target and its possible applications,"Laser Physics Letters 3 (3), 162, 2005","M Nishiuchi, A Fukumi, H Daido, Z Li, A Sagisaka, K Ogura, S Orimo, ...",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=540&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:mlAyqtXpCwEC
2005,"Laser polarization dependence of proton emission from a thin foil target irradiated by a , intense laser pulse","Physics of plasmas 12 (10), 100701, 2005","A Fukumi, M Nishiuchi, H Daido, Z Li, A Sagisaka, K Ogura, S Orimo, ...",54,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=540&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:bEWYMUwI8FkC
2005,Possibility of laser-accelerated proton beams in radiotherapy,"EJC SUPPLEMENTS 3 (2), 410-410, 2005","M Murakamil, S Miyajima, K Sutherland, S Bulanov, T Esirkepov, J Koga, ...",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=540&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:oynPyU19kbsC
2005,Quantitative study of ion beam production from solid surface irradiated with ultra-high peak power laser,unknown,"S Nakamura, A Noda, Y Iwashita, H Daido, M Mori, M Kado, A Sagisaka, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tFzHCjejgA0C
2005,レーザー航跡場加速による準単色電子線発生について,"加速器 2 (1), 35-41, 2005",田島俊樹,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:CRzUtm-VnGAC
2005,Reflection of a high intensity laser pulse at the plasma-vacuum interface: Generation of attosecond pulses,"Nippon Genshiryoku Kenkyujo JAERI, Review, 72-73, 2005","A PIROZHKOV, H DAIDO, S BULANOV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:3vbIHxFL9FgC
2005,Strong radiation reaction,"Nippon Genshiryoku Kenkyujo JAERI, Review, 48-49, 2005","J KOGA, T ESIRKEPOV, S BULANOV, A ZHIDKOV",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:M_lZXyI38BkC
2005,On the Quasi-monoenergetic electron beam generation in the laser wakefield acceleration,"Journal of the Particle Accelerator Society of Japan 2, 35, 2005","SV Bulanov, T Tajima",18,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:KS-xo-ZNxMsC
2005,Exploring high-energy physics with laser-driven proton beams,unknown,"F Pegoraro, SV Bulanov, TZ Esirkepov, P Migliozzi, T Tajima, F Terranova",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:R-LXmdHK_14C
2005,Laser-driven proton sources: technological challenges and applications to neutrino physics,"Nuclear Physics B (Proceedings Supplements), 572, 2005","F Terranova, S Bulanov, T Esirkepov, P Migliozzi, F Pegoraro, T Tajima",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:e_rmSamDkqQC
2004,Effects of anxiolytics on the cortical electrophysiological responses associated with anticipatory anxiety,"CAMBRIDGE UNIV PRESS 7, S373-S373, 2004","MA Gray, AH Kemp, RB Silberstein, R Nathan",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:D03iK_w7-QYC
2004,Dynamic sculpting of brain functional connectivity is correlated with performance,"Brain Topography 16 (4), 249-254, 2004","RB Silberstein, J Song, PL Nunez, W Park",53,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:MXK_kJrjxJIC
2004,Gender differences in the cortical electrophysiological processing of visual emotional stimuli,"NeuroImage 21 (2), 632-646, 2004","AH Kemp, RB Silberstein, SM Armstrong, PJ Nathan",191,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:IjCSPb-OGe4C
2004,Steady State Probe Topography (SSPT) study of decision making in posttraumatic stress disorder (PTSD)-preliminary findings,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 56, 44-45, 2004","I Juri, R Silberstein, S Armstrong, M Hopwood",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:kRWSkSYxWN8C
2004,Transient changes in brain functional connectivity are correlated with IQ score,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 56, 52-52, 2004","RB Silberstein, J Song, PL Nunez, W Park",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:sSrBHYA8nusC
2004,Steady-state visually evoked potential (SSVEP) topography during continuous performance task (CPT): Age-related effects,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 56, 46-46, 2004","HW Li, R Silberstein",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:RYcK_YlVTxYC
2004,Mass communication assessment system,"US Patent 6,792,304, 2004",RB Silberstein,115,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:4TOpqqG69KYC
2004,Augmentation of serotonin enhances pleasant and suppresses unpleasant cortical electrophysiological responses to visual emotional stimuli in humans,"Neuroimage 22 (3), 1084-1096, 2004","AH Kemp, MA Gray, RB Silberstein, SM Armstrong, PJ Nathan",110,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=40&sortby=pubdate&citation_for_view=afATWNwAAAAJ:_FxGoFyzp5QC
2004,"An introduction to fluid mechanics An introduction to fluid mechanics, 1967","Fluid dynamics research 35 (6), 425-447, 2004","BJ BOERSMA, S Bulanov, J Sakai",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:AI7cNJ8lPWoC
2004,The nonlinear dynamics of the business center in Beckmann's model,"Physica A: Statistical Mechanics and its Applications 344 (1-2), 104-107, 2004","SV Bulanov, EY Echkina, IN Inovenkov",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HIFyuExEbWQC
2004,"Japan Atomic Energy Research Institute 8-1 Umemidai, Kizu, Souraku, Kyoto 619-0215, Japan E-mail: bulanov@ aprjaeri. go. jp The plasma particle interaction with a …","Quantum Aspects of Beam Physics: The Joint 28th ICFA Advanced Beam Dynamics …, 2004","SV BULANOV, TZH ESIRKEPOV, J KOGA, T TAJIMA",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:eLRq4zTgah0C
2004,Kinetic relativistic solitons in electron–positron–ion plasmas,"Physics Letters A 329 (6), 464-474, 2004","JB Kim, SV Bulanov, H Suk, IS Ko",10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:OBSaB-F7qqsC
2004,FEL-like interaction regime in the up-shifted scattering of radiation by the laser-plasma wake,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators …, 2004","IV Smetanin, TZ Esirkepov, SV Bulanov",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HGTzPopzzJcC
2004,Design of multilayer mirrors for the reflection of sub-femtosecond pulses in the XUV spectral region,"International Conference on Ultrafast Phenomena, TuE35, 2004","AS Pirozhkov, H Daido, SV Bulanov, EN Ragozin",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:qwy9JoKyICEC
2004,Attosecond pulse generation during the laser pulse reflection at the plasma-vacuum interface,"International Conference on Ultrafast Phenomena, ThD6, 2004","AS Pirozhkov, H Daido, SV Bulanov",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:bz8QjSJIRt4C
2004,Soliton synchrotron afterglow in a laser plasma,"Physical review letters 92 (25), 255001, 2004","T Esirkepov, SV Bulanov, K Nishihara, T Tajima",32,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tS2w5q8j5-wC
2004,Observation of preformed plasmas for high-intensity laser-plasma interactions,unknown,"A Sagisaka, H Daido, K Ogura, S Orimo, Y Hayashi, M Nishiuchi, M Mori, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:bCjgOgSFrM0C
2004,Energy spectra of electrons emitted from solid foils irradiated by ultra-short intense laser pulses,unknown,"Z Li, K Matsukado, A Fukumi, H Daido, Y Hayashi, S Orimo, A Sagisaka, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:o9ULDYDKYbIC
2004,Relativistic laser piston,unknown,"T Esirkepov, SV Bulanov, T Tajima, M Yamagiwa, M Borghesi, G Mourou",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:sA9dB-pw3HoC
2004,Radiation Pressure Dominate Regime of Relativistic Ion Acceleration,"arXiv preprint physics/0405083, 2004","T Esirkepov, M Borghesi, SV Bulanov, G Mourou, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:jmjb1lOE9QIC
2004,Characterization of preformed plasmas with an interferometer for ultra-short high-intensity laser-plasma interactions,"Applied Physics B 78 (7), 919-922, 2004","A Sagisaka, H Daido, K Ogura, S Orimo, Y Hayashi, M Nishiuchi, M Mori, ...",36,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=580&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:lSLTfruPkqcC
2004,Highly efficient relativistic-ion generation in the laser-piston regime,"Physical review letters 92 (17), 175003, 2004","T Esirkepov, M Borghesi, SV Bulanov, G Mourou, T Tajima",1199,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:9yKSN-GCB0IC
2004,"Light intensification towards the Schwinger limit (vol 91, art no 085001, 2003)","PHYSICAL REVIEW LETTERS 92 (15), 2004","SV Bulanov, T Esirkepov, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:2zIWv0KGyqYC
2004,"Erratum: Light Intensification towards the Schwinger Limit [Phys. Rev. Lett. 91, 085001 (2003)]","Physical Review Letters 92 (15), 159901, 2004","SV Bulanov, T Esirkepov, T Tajima",14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:kRWSkSYxWN8C
2004,Interaction of Charged Particles with Strong Electromagnetic Waves in the Radiation Dominated Regime,"AIP Conference Proceedings 703 (1), 60-65, 2004","SV Bulanov, TZ Esirkepov, AV Isanin, FF Kamenets, J Koga, F Pegoraro, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Br1UauaknNIC
2004,Hadron Therapy Driven by Multi-Terawatt Laser,"APS March Meeting Abstracts 2004, V38. 009, 2004","T Esirkepov, S Vladimirovich Bulanov, T Tajima, H Daido, M Yamagiwa",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:j-OXz6b2aK0C
2004,Production of ion beams in high-power laser–plasma interactions and their applications,"Laser and Particle Beams 22 (1), 19-24, 2004","F Pegoraro, S Atzeni, M Borghesi, S Bulanov, T Esirkepov, J Honrubia, ...",31,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:SeFeTyx0c_EC
2004,Interaction of electromagnetic waves with plasma in the radiation-dominated regime,"Plasma Physics Reports 30 (3), 196-213, 2004","SV Bulanov, TZ Esirkepov, J Koga, T Tajima",143,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:M3ejUd6NZC8C
2004,Evolution of an intense elliptically polarized electromagnetic wave in underdense plasmas,"Physics Letters A 320 (5-6), 438-445, 2004","IV Smetanin, D Farina, J Koga, K Nakajima, SV Bulanov",8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:LI9QrySNdTsC
2004,Feasibility of using laser acceleration in proton therapy,"AIP Conf. Proc 740, 414-429, 2004",SV Bulanov,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:KV5dOBAvh8oC
2004,Development of the laser-plasma ion source for compact cancer therapy accelerator,unknown,"K Matsukado, A Fukumi, Z Li, K Kinoshita, A Zhidkov, T Takeuchi, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:yCjxvIMm6_oC
2004,Application of parallel programming method for 3D MHD computer simulations of magnetic reconnection in plasma,"Parallel Computational Fluid Dynamics 2003, 373-379, 2004","DP Kostomarov, IN Inovenkov, EY Echkina, AV Leonenko, OA Pavlova, ...",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:pRWBApOjXDcC
2004,The Physics of Ionized Gases: 22nd Summer School and International Symposium on the Physics of Ionized Gases,"AIP, 2004",SV Bulanov,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:SrKkpNFED5gC
2004,Formation of current sheets in structurally unstable magnetic configurations,"35th COSPAR Scientific Assembly 35, 4358, 2004",SV Bulanov,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:g8uWPOAv7ggC
2004,Interaction of charged particles with ultra strong electromagnetic waves in the radiation dominant regime,"Quantum Aspects Of Beam Physics 2003, 204-217, 2004","SV Bulanov, TZ Esirkepov, J Koga, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:dAp6zn-oMfAC
2004,Relativistic Plasma Solitons and Acceleration of High Quality Proton Beams,"Atoms and Plasmas in Super-Intense Laser Fields 88, 259-288, 2004","F Pegoraro, M Borghesi, SV Bulanov, F Califano, TZH Esirkepov, D Farina, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:__bU50VfleQC
2004,Tearing Instability in a Force-free Collisionless Pair Plasma,"富山大学総合情報基盤センター広報 1, 65-68, 2004","T Machida, JI Sakai, NA Bobrova, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:AYInfyleIOsC
2004,Generation and propagation of high quality proton beams produced by laser plasma interactions,"Physica Scripta 2004 (T107), 130, 2004","F Pegoraro, SV Bulanov, F Califano, TZ Esirkepov",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:5bg8sr1QxYwC
2004,Flying mirrors: Relativistic plasma wake caustic light intensification,"Quantum Aspects Of Beam Physics 2003, 186-194, 2004","TZ Esirkepov, SV Bulanov, T Tajima",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:1Ye0OR6EYb4C
2004,Concerning the maximum energy of ions accelerated at the front of a relativistic electron cloud expanding into vacuum,"Plasma Physics Reports 30 (1), 18-29, 2004","SV Bulanov, TZ Esirkepov, J Koga, T Tajima, D Farina",48,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HDshCWvjkbEC
